지역,기관,부서,항목1,항목2,상세,금액,예산서 사이트
충북,영동군청,행정운영과,207 연구개발비,02 전산개발비,비전자기록물디지털화구축,"170,000,000",https://www.yd21.go.kr/kr/html/sub03/03020301.html
충북,옥천군청,행정과,201 일반운영비,01 사무관리비,청사 문서고 소독관리,"3,000,000",https://www.oc.go.kr/www/selectTnBudgetSttusListU.do?key=158&si1=2025&
충북,음성군청,자치행정과,201 일반운영비,01 사무관리비,"기록관 보존용품 구입 향균제(46,000원*85개)","3,910,000",https://www.eumseong.go.kr/www/contents.do?key=2007
충북,제천시청,스마트정보과,201 일반운영비,01 사무관리비,기록관 소독 및 청소,"2,000,000",https://www.jecheon.go.kr/www/selectBbsNttList.do?bbsNo=3075&key=50613
충북,제천시청,스마트정보과,201 일반운영비,01 사무관리비,"기록관 향균제 구입(45,00원*60개)","2,700,000",https://www.jecheon.go.kr/www/selectBbsNttList.do?bbsNo=3075&key=50613
충북,제천시청,스마트정보과,201 일반운영비,02 공공운영비,표준기록관리시스템 유지보수,"36,627,000",https://www.jecheon.go.kr/www/selectBbsNttList.do?bbsNo=3075&key=50613
충북,증평군청,자치행정과,201 일반운영비,01 사무관리비,기록관 소독 및 청소,"1,300,000",https://www.jp.go.kr/kor/prog/yesanInfo/sub01_05_04/list.do
충북,증평군청,자치행정과,201 일반운영비,02 공공운영비,특수기록물관리시스템 운영비,"7,020,000",https://www.jp.go.kr/kor/prog/yesanInfo/sub01_05_04/list.do
충북,증평군청,자치행정과,308 자치단체등이전,11 공기관등에대한경상적위탁사업비,표준기록관리시스템 운영비,"47,751,000",https://www.jp.go.kr/kor/prog/yesanInfo/sub01_05_04/list.do
충북,진천군청,null,null,null,사업없음,null,https://www.jincheon.go.kr/home/sub.do?menukey=4225
충북,청주시청,기획행정실(민원과),null,null,사업없음,null,https://www.cheongju.go.kr/www/contents.do?key=6923
충북,청주시청,청주기록원,201 일반운영비,01 사무관리비,"기록원 서고 소독 용역(715,000원*7개소*3회)","15,015,000",https://www.cheongju.go.kr/www/contents.do?key=6923
충북,청주시청,청주기록원,201 일반운영비,01 사무관리비,기록관리백신소프트웨어,"16,500,000",https://www.cheongju.go.kr/www/contents.do?key=6923
충북,청주시청,청주기록원,201 일반운영비,02 공공운영비,기록관리시스템유지보수,"20,000,000",https://www.cheongju.go.kr/www/contents.do?key=6923
충북,청주시청,청주기록원,207 연구개발비,02 전산개발비,중요기록물DB구축사업(8년차),"220,000,000",https://www.cheongju.go.kr/www/contents.do?key=6923
충북,충주시청,자치행정과,201 일반운영비,01 사무관리비,"문서보존실방충방균제(48,000원*50개)","2,400,000",https://www.chungju.go.kr/www/selectBbsNttList.do?bbsNo=49&key=441
충북,충청북도교육청,행정국 총무과,210 운영비,null,문서고분진제거및소독,"5,423,000",https://www.cbe.go.kr/dept-24/na/ntt/selectNttList.do?mi=11252&bbsId=1599
충북,충청북도 청주교육지원청,null,210 운영비,null,"문서고소독(950,000원*4회)","3,800,000",https://www.cbe.go.kr/dept-24/na/ntt/selectNttList.do?mi=11252&bbsId=1599
충북,충청북도 충주교육지원청,null,210 운영비,null,문서소독,"1,260,000",https://www.cbe.go.kr/dept-24/na/ntt/selectNttList.do?mi=11252&bbsId=1599
충북,충청북도 제천교육지원청,null,210 운영비,null,기록물소독,"1,727,000",https://www.cbe.go.kr/dept-24/na/ntt/selectNttList.do?mi=11252&bbsId=1599
충북,충청북도 보은교육지원청,null,null,null,사업없음,null,https://www.cbe.go.kr/dept-24/na/ntt/selectNttList.do?mi=11252&bbsId=1599
충북,충청북도 옥천교육지원청,null,210 운영비,null,문서고분진제거및항균소독,"1,000,000",https://www.cbe.go.kr/dept-24/na/ntt/selectNttList.do?mi=11252&bbsId=1599
충북,충청북도 영동교육지원청,null,210 운영비,null,문서고분진제거및소독,"1,034,000",https://www.cbe.go.kr/dept-24/na/ntt/selectNttList.do?mi=11252&bbsId=1599
충북,충청북도 진천교육지원청,null,210 운영비,null,"기록관문서소독(750,000원*4회)","3,000,000",https://www.cbe.go.kr/dept-24/na/ntt/selectNttList.do?mi=11252&bbsId=1599
충북,충청북도 진천교육지원청,null,210 운영비,null,중요기록물집중소독,"3,000,000",https://www.cbe.go.kr/dept-24/na/ntt/selectNttList.do?mi=11252&bbsId=1599
충북,충청북도 괴산증평교육지원청,null,null,null,사업없음,null,https://www.cbe.go.kr/dept-24/na/ntt/selectNttList.do?mi=11252&bbsId=1599
충북,충청북도 음성교육지원청,null,210 운영비,null,기록관문서고소독,"3,000,000",https://www.cbe.go.kr/dept-24/na/ntt/selectNttList.do?mi=11252&bbsId=1599
충북,충청북도 단양교육지원청,null,210 운영비,null,문서고소독,"1,500,000",https://www.cbe.go.kr/dept-24/na/ntt/selectNttList.do?mi=11252&bbsId=1599
충남,충청남도청,운영지원과,201 일반운영비,01 사무관리비,기록물 탈산약제 구입,"30,000,000",https://www.chungnam.go.kr/finance/main/contents.do?menuNo=2300148
충남,충청남도청,운영지원과,201 일반운영비,01 사무관리비,중요기록물 DB구축,"427,500,000",https://www.chungnam.go.kr/finance/main/contents.do?menuNo=2300148
충남,충청남도청,운영지원과,201 일반운영비,02 공공운영비,문서고 시설장비 유지 및 기록물 소독,"10,000,000",https://www.chungnam.go.kr/finance/main/contents.do?menuNo=2300148
충남,충청남도청,운영지원과,201 일반운영비,02 공공운영비,기록관리시스템 각종 유지관리,"47,500,000",https://www.chungnam.go.kr/finance/main/contents.do?menuNo=2300148
충남,계룡시청,자치행정과,201 일반운영비,01 사무관리비,서고 소독,"3,000,000",https://gyeryong.go.kr/kr/html/sub02/020301.html
충남,계룡시청,자치행정과,201 일반운영비,02 공공운영비,서고 시설장비 유지관리,"2,420,000",https://gyeryong.go.kr/kr/html/sub02/020301.html
충남,공주시청,행정지원과,201 일반운영비,01 사무관리비,기록관리시스템 유지보수,"13,000,000",https://www.gongju.go.kr/prog/yesanInfo/YESAN01/finance/sub05_01/list.do
충남,공주시청,행정지원과,201 일반운영비,01 사무관리비,중요기록물 전산화 및 공개재분류,"235,000,000",https://www.gongju.go.kr/prog/yesanInfo/YESAN01/finance/sub05_01/list.do
충남,공주시청,행정지원과,201 일반운영비,01 사무관리비,기록관리시스템 고도화 소프트웨어 구매 및 이전 설치 용역,"140,000,000",https://www.gongju.go.kr/prog/yesanInfo/YESAN01/finance/sub05_01/list.do
충남,금산군청,자치행정과,201 일반운영비,01 사무관리비,기록관 소독 용역,"4,000,000",https://www.geumsan.go.kr/kr/html/sub02/020401.html
충남,금산군청,자치행정과,201 일반운영비,02 공공운영비,기록관리시스템 유지보수,"36,000,000",https://www.geumsan.go.kr/kr/html/sub02/020401.html
충남,금산군청,자치행정과,207 연구개발비,02 전산개발비,비전자기록물 정리 및 전수조사,"150,000,000",https://www.geumsan.go.kr/kr/html/sub02/020401.html
충남,논산시청,자치행정과,201 일반운영비,01 사무관리비,기록관 이관,"2,000,000",https://nonsan.go.kr/kor/html/sub03/030502.html
충남,논산시청,자치행정과,201 일반운영비,01 사무관리비,기록관 소독,"3,500,000",https://nonsan.go.kr/kor/html/sub03/030502.html
충남,논산시청,자치행정과,201 일반운영비,01 사무관리비,전자기록물 이관,"22,000,000",https://nonsan.go.kr/kor/html/sub03/030502.html
충남,논산시청,자치행정과,308 자치단체등이전,13 공기관등에대한경상적위탁사업비,표준기록관리시스템 유지보수,"43,544,000",https://nonsan.go.kr/kor/html/sub03/030502.html
충남,논산시청,자치행정과,308 자치단체등이전,13 공기관등에대한경상적위탁사업비,비전자기록물 DB구축,"200,000,000",https://nonsan.go.kr/kor/html/sub03/030502.html
충남,당진시청,자치행정과,201 일반운영비,01 사무관리비,"기록관 소독 용역(5,000,000원*2회)","10,000,000",https://www.dangjin.go.kr/prog/yesanInfo/kor/sub03_03_01/list.do
충남,당진시청,자치행정과,201 일반운영비,02 공공운영비,"비전자기록관리시스템 유지보수(1,700,000원*4회)","6,800,000",https://www.dangjin.go.kr/prog/yesanInfo/kor/sub03_03_01/list.do
충남,당진시청,자치행정과,206 재료비,01 재료비,"기록관 항균살충제(1,500,000원*6회)","9,000,000",https://www.dangjin.go.kr/prog/yesanInfo/kor/sub03_03_01/list.do
충남,당진시청,자치행정과,308 자치단체등이전,13 공기관등에대한경상적위탁사업비,"기록관 기록물 전수조사(2,030원*70,000권)","142,100,000",https://www.dangjin.go.kr/prog/yesanInfo/kor/sub03_03_01/list.do
충남,보령시청,자치행정과,201 일반운영비,01 사무관리비,표준 기록관리 시스템 유지보수,"55,000,000",https://www.brcn.go.kr/kor/sub01_03_01_01_67.do
충남,보령시청,자치행정과,201 일반운영비,01 사무관리비,서고 일시소독(분진제거),"5,000,000",https://www.brcn.go.kr/kor/sub01_03_01_01_67.do
충남,부여군청,자치행정과,201 일반운영비,01 사무관리비,표준기록관리시스템 유지보수,"40,000,000",https://www.buyeo.go.kr/html/kr/service/service_010302.html
충남,부여군청,자치행정과,201 일반운영비,02 공공운영비,기록관 환경 관리(서고 소독 등),"10,000,000",https://www.buyeo.go.kr/html/kr/service/service_010302.html
충남,부여군청,자치행정과,207 연구개발비,02 전산개발비,"중요기록물 DB 구축(600원*187,500면)","112,500,000",https://www.buyeo.go.kr/html/kr/service/service_010302.html
충남,서산시청,자치행정과,201 일반운영비,01 사무관리비,표준 기록관리시스템 유지보수,"30,000,000",https://www.seosan.go.kr/www/contents.do?key=9950
충남,서천군청,자치행정과,201 일반운영비,01 사무관리비,"기록관 소독 용역(4,000,000원*2회)","8,000,000",https://www.seocheon.go.kr/prog/yesanInfo/sub01_08_02/list.do
충남,서천군청,자치행정과,201 일반운영비,01 사무관리비,"문서고 소독약제 구입(294,000원*20개)","5,880,000",https://www.seocheon.go.kr/prog/yesanInfo/sub01_08_02/list.do
충남,서천군청,자치행정과,201 일반운영비,01 사무관리비,"중요기록물재편철및정리사업(2차년도)(5,000원*24,000권)","120,000,000",https://www.seocheon.go.kr/prog/yesanInfo/sub01_08_02/list.do
충남,서천군청,자치행정과,201 일반운영비,02 공공운영비,표준기록관리시스템유지보수 위탁운영비,"50,000,000",https://www.seocheon.go.kr/prog/yesanInfo/sub01_08_02/list.do
충남,아산시청,정보통신과,201 일반운영비,02 공공운영비,"표준기록관리시스템 유지보수(11,450,000원*4분기)","45,800,000",https://www.asan.go.kr/main/cms/?no=65
충남,아산시청,정보통신과,207 연구개발비,02 전산개발비,중요기록물DB구축 사업,"300,000,000",https://www.asan.go.kr/main/cms/?no=65
충남,예산군청,자치행정과,201 일반운영비,01 사무관리비,기록관소독,"8,500,000",https://www.yesan.go.kr/prog/bdgtpr/kor/sub02_04_01/list.do
충남,예산군청,자치행정과,201 일반운영비,01 사무관리비,"천연항균제(44,000원*60개)","2,640,000",https://www.yesan.go.kr/prog/bdgtpr/kor/sub02_04_01/list.do
충남,예산군청,자치행정과,201 일반운영비,01 사무관리비,기록관리상용S/W및데이터이전,"109,670,000",https://www.yesan.go.kr/prog/bdgtpr/kor/sub02_04_01/list.do
충남,예산군청,자치행정과,201 일반운영비,01 사무관리비,표준기록관리시스템전산장비유지보수,"18,657,000",https://www.yesan.go.kr/prog/bdgtpr/kor/sub02_04_01/list.do
충남,예산군청,자치행정과,201 일반운영비,01 사무관리비,기록관운영프로그램운영및유지,"19,247,000",https://www.yesan.go.kr/prog/bdgtpr/kor/sub02_04_01/list.do
충남,예산군청,자치행정과,308 자치단체등이전,13 공기관등에대한경상적위탁사업비,자치단체표준기록관리시스템통합유지관리,"27,477,000",https://www.yesan.go.kr/prog/bdgtpr/kor/sub02_04_01/list.do
충남,천안시청,행정지원과,201 일반운영비,01 사무관리비,"행정간행물 DB구축(1,000원*2,000권)","2,000,000",https://www.cheonan.go.kr/prog/yesanInfo/kor/sub03_06_01/list.do?year=2025
충남,천안시청,행정지원과,201 일반운영비,01 사무관리비,"문서고 소독항균제(35,000원*54개)","1,890,000",https://www.cheonan.go.kr/prog/yesanInfo/kor/sub03_06_01/list.do?year=2025
충남,천안시청,행정지원과,207 연구개발비,02 전산개발비,중요 종이기록물 DB구축,"200,000,000",https://www.cheonan.go.kr/prog/yesanInfo/kor/sub03_06_01/list.do?year=2025
충남,천안시청,행정지원과,308 자치단체등이전,13 공기관등에대한경상적위탁사업비,표준기록관리시스템통합유지관리위탁,"77,000,000",https://www.cheonan.go.kr/prog/yesanInfo/kor/sub03_06_01/list.do?year=2025
충남,청양군청,행정지원과,201 일반운영비,01 사무관리비,"기록관 서고 소독비(2,000,000원*2회)","4,000,000",https://www.cheongyang.go.kr/kor/sub01_06_01_01.do
충남,청양군청,행정지원과,308 자치단체등이전,13 공기관등에대한경상적위탁사업비,표준기록관리시스템통합유지관리비,"32,325,000",https://www.cheongyang.go.kr/kor/sub01_06_01_01.do
충남,청양군청,행정지원과,308 자치단체등이전,13 공기관등에대한경상적위탁사업비,중요기록물 DB구축사업,"200,000,000",https://www.cheongyang.go.kr/kor/sub01_06_01_01.do
충남,태안군청,행정지원과,201 일반운영비,01 사무관리비,서고 소독 및 유지관리,"3,600,000",https://www.taean.go.kr/prog/yesanInfo/kor/sub04_04_04/list.do
충남,태안군청,행정지원과,201 일반운영비,01 사무관리비,서고관리시스템 유지보수,"3,250,000",https://www.taean.go.kr/prog/yesanInfo/kor/sub04_04_04/list.do
충남,태안군청,행정지원과,206 재료비,01 재료비,"기록물 보존용 천연항균 살충제 구입(60,000원*20개*2회)","2,400,000",https://www.taean.go.kr/prog/yesanInfo/kor/sub04_04_04/list.do
충남,태안군청,행정지원과,308 자치단체등이전,13 공기관등에대한경상적위탁사업비,표준기록관리시스템 유지관리비,"40,000,000",https://www.taean.go.kr/prog/yesanInfo/kor/sub04_04_04/list.do
충남,홍성군청,행정지원과,null,null,사업없음,null,https://www.hongseong.go.kr/prog/yesanInfo/YESAN01/kor/sub01_0802/list.do
충남,충청남도교육청,총무과,330 자치단체등이전,null,기록관리시스템운영 분담금,"21,000,000",http://www.cne.go.kr/cne/info/0101.do?m=050105&s=춛
충남,충청남도교육청,총무과,210 운영비,null,전자기록물검수용역,"170,600,000",http://www.cne.go.kr/cne/info/0101.do?m=050105&s=춛
충남,충청남도 교육청교육과정평가정보원,null,330 자치단체등이전,null,기록관리시스템운영 분담금,"152,567,000",http://www.cne.go.kr/cne/info/0101.do?m=050105&s=춛
충남,충청남도 천안교육지원청,null,210 운영비,null,기록물DB구축용역,"50,000,000",http://www.cne.go.kr/cne/info/0101.do?m=050105&s=춛
충남,충청남도 공주교육지원청,null,null,null,사업없음,null,http://www.cne.go.kr/cne/info/0101.do?m=050105&s=춛
충남,충청남도 보령교육지원청,null,null,null,사업없음,null,http://www.cne.go.kr/cne/info/0101.do?m=050105&s=춛
충남,충청남도 아산교육지원청,null,210 운영비,null,기록물DB구축관리용역,"18,000,000",http://www.cne.go.kr/cne/info/0101.do?m=050105&s=춛
충남,충청남도 논산계룡교육지원청,null,null,null,사업없음,null,http://www.cne.go.kr/cne/info/0101.do?m=050105&s=춛
충남,충청남도 당진교육지원청,null,null,null,사업없음,null,http://www.cne.go.kr/cne/info/0101.do?m=050105&s=춛
충남,충청남도 금산교육지원청,null,210 운영비,null,기록물DB구축용역,"2,900,000",http://www.cne.go.kr/cne/info/0101.do?m=050105&s=춛
충남,충청남도 서천교육지원청,null,null,null,사업없음,null,http://www.cne.go.kr/cne/info/0101.do?m=050105&s=춛
충남,충청남도 청양교육지원청,null,null,null,사업없음,null,http://www.cne.go.kr/cne/info/0101.do?m=050105&s=춛
충남,충청남도 서산교육지원청,null,210 운영비,null,전수조사용역,"15,000,000",http://www.cne.go.kr/cne/info/0101.do?m=050105&s=춛
충남,충청남도 부여교육지원청,null,210 운영비,null,보존기록물점검용역,"22,500,000",http://www.cne.go.kr/cne/info/0101.do?m=050105&s=춛
충남,충청남도 홍성교육지원청,null,null,null,사업없음,null,http://www.cne.go.kr/cne/info/0101.do?m=050105&s=춛
충남,충청남도 태안교육지원청,null,null,null,사업없음,null,http://www.cne.go.kr/cne/info/0101.do?m=050105&s=춛
충남,충청남도 예산교육지원청,null,null,null,사업없음,null,http://www.cne.go.kr/cne/info/0101.do?m=050105&s=춛
전북, 전북특별자치도청 ,총무과,201 일반운영비,01 사무관리비,"보존서고 항균제 구입(40,000원*15개*6회)","3,600,000",https://www.jeonbuk.go.kr/index.jeonbuk?menuCd=DOM_000000103001004000
전북, 전북특별자치도청 ,총무과,201 일반운영비,01 사무관리비,보존서고 분진제거 및 소독,"5,000,000",https://www.jeonbuk.go.kr/index.jeonbuk?menuCd=DOM_000000103001004000
전북, 전북특별자치도청 ,총무과,201 일반운영비,02 공공운영비,기록관리시스템 유지보수비,"43,722,000",https://www.jeonbuk.go.kr/index.jeonbuk?menuCd=DOM_000000103001004000
전북, 전북특별자치도청 ,총무과,201 일반운영비,02 공공운영비,시청각기록물 관리시스템 유지보수비,"45,498,000",https://www.jeonbuk.go.kr/index.jeonbuk?menuCd=DOM_000000103001004000
전북, 전북특별자치도청 ,총무과,207 연구개발비,02 전산개발비,중요기록물 목록작성 및 디지털화,"200,000,000",https://www.jeonbuk.go.kr/index.jeonbuk?menuCd=DOM_000000103001004000
전북, 고창군청 ,행정지원과,201 일반운영비,01 사무관리비,"보존서고방충,방습,미세먼지제거(1,080,000원*2회)","2,160,000",https://www.gochang.go.kr/board/list.gochang?menuCd=DOM_000000103003001000&boardId=BBS_0000147&categoryCode2=A01&categoryCode1=U&contentsSid=302&cpath=
전북, 고창군청 ,행정지원과,201 일반운영비,02 공공운영비,기록관리시스템 유지보수비,"27,900,000",https://www.gochang.go.kr/board/list.gochang?menuCd=DOM_000000103003001000&boardId=BBS_0000147&categoryCode2=A01&categoryCode1=U&contentsSid=302&cpath=
전북, 고창군청 ,행정지원과,207 연구개발비,02 전산개발비,기록관리시스템용 바이러스 백신 프로그램 구입,"13,000,000",https://www.gochang.go.kr/board/list.gochang?menuCd=DOM_000000103003001000&boardId=BBS_0000147&categoryCode2=A01&categoryCode1=U&contentsSid=302&cpath=
전북, 고창군청 ,행정지원과,207 연구개발비,02 전산개발비,"중요 기록물 DB구축 용역(900원*83,000면)","74,700,000",https://www.gochang.go.kr/board/list.gochang?menuCd=DOM_000000103003001000&boardId=BBS_0000147&categoryCode2=A01&categoryCode1=U&contentsSid=302&cpath=
전북, 군산시청 ,행정지원과,201 일반운영비,02 공공운영비,기록관리시스템 유지관리비,"36,000,000",https://www.gunsan.go.kr/main/m381
전북, 김제시청 ,정보통신과,201 일반운영비,01 사무관리비,표준기록관리시스템 유지보수,"22,000,000",https://www.gimje.go.kr/index.gimje?menuCd=DOM_000000102003001012&cpath=
전북, 김제시청 ,정보통신과,207 연구개발비,02 전산개발비,중요 비전자기록물 DB구축,"80,000,000",https://www.gimje.go.kr/index.gimje?menuCd=DOM_000000102003001012&cpath=
전북, 김제시청 ,정보통신과,207 연구개발비,02 전산개발비,표준기록관리시스템 바이러스방지프로그램구입,"13,000,000",https://www.gimje.go.kr/index.gimje?menuCd=DOM_000000102003001012&cpath=
전북, 김제시청 ,정보통신과,207 연구개발비,01 연구용역비,김제시 기록화 사업,"150,000,000",https://www.gimje.go.kr/index.gimje?menuCd=DOM_000000102003001012&cpath=
전북, 남원시청 ,행정지원과,201 일반운영비,01 사무관리비,기록관 소독 및 분진제거 용역,"2,000,000",https://www.namwon.go.kr/index.do?menuUid=9be51b0f9425fc5f019439181c625ca8
전북, 남원시청 ,행정지원과,201 일반운영비,01 사무관리비,기록관 항균장비 소모용품 구입,"1,000,000",https://www.namwon.go.kr/index.do?menuUid=9be51b0f9425fc5f019439181c625ca8
전북, 남원시청 ,행정지원과,201 일반운영비,02 공공운영비,표준기록관리시스템 관리,"57,623,000",https://www.namwon.go.kr/index.do?menuUid=9be51b0f9425fc5f019439181c625ca8
전북, 무주군청 ,자치행정과,201 일반운영비,01 사무관리비,소프트웨어 연간 라이선스 구매,"16,000,000",https://www.muju.go.kr/index.9is?contentUid=4028a6d1928a60640193d3be2da01297&subPath=
전북, 무주군청 ,자치행정과,201 일반운영비,02 공공운영비,표준기록관리시스템 유지보수,"15,810,000",https://www.muju.go.kr/index.9is?contentUid=4028a6d1928a60640193d3be2da01297&subPath=
전북, 부안군청 ,자치행정담당관,201 일반운영비,01 사무관리비,"모빌렉 유지보수(250,000원*2회)","500,000",https://www.buan.go.kr/index.buan?menuCd=DOM_000000105006003000
전북, 부안군청 ,자치행정담당관,201 일반운영비,01 사무관리비,"항균제 구입(120,000원*4회)","480,000",https://www.buan.go.kr/index.buan?menuCd=DOM_000000105006003000
전북, 부안군청 ,자치행정담당관,201 일반운영비,01 사무관리비,기록관리시스템 백신 라이선스 구입,"13,000,000",https://www.buan.go.kr/index.buan?menuCd=DOM_000000105006003000
전북, 부안군청 ,자치행정담당관,201 일반운영비,02 공공운영비,표준기록관리 시스템 유지보수,"18,247,000",https://www.buan.go.kr/index.buan?menuCd=DOM_000000105006003000
전북, 순창군청 ,행정과,201 일반운영비,01 사무관리비,"보존서고 소독, 분진제거 및 항균","3,000,000",https://www.sunchang.go.kr/index.sunchang?menuCd=DOM_000000104001001000
전북, 순창군청 ,행정과,201 일반운영비,01 사무관리비,표준기록관리시스템 백신 연간 사용권 구입,"12,000,000",https://www.sunchang.go.kr/index.sunchang?menuCd=DOM_000000104001001000
전북, 순창군청 ,행정과,201 일반운영비,02 공공운영비,표준기록관리시스템 유지보수비,"23,000,000",https://www.sunchang.go.kr/index.sunchang?menuCd=DOM_000000104001001000
전북, 완주군청 ,행정지원과,201 일반운영비,01 사무관리비,보존서고 기록물 및 시설소독,"3,870,000",https://www.wanju.go.kr/index.9is?contentUid=4028a6029401e6fd01940587a23a515d&subPath=
전북, 완주군청 ,행정지원과,201 일반운영비,01 사무관리비,기록관리시스템 유지관리,"2,200,000",https://www.wanju.go.kr/index.9is?contentUid=4028a6029401e6fd01940587a23a515d&subPath=
전북, 완주군청 ,행정지원과,201 일반운영비,01 사무관리비,기록관리시스템 바이러스방지프로그램 연간사용권 구입,"12,000,000",https://www.wanju.go.kr/index.9is?contentUid=4028a6029401e6fd01940587a23a515d&subPath=
전북, 완주군청 ,행정지원과,207 연구개발비,02 전산개발비,중요 비전자기록물 DB구축사업,"200,000,000",https://www.wanju.go.kr/index.9is?contentUid=4028a6029401e6fd01940587a23a515d&subPath=
전북, 익산시청 ,행정지원과,201 일반운영비,01 사무관리비,기로관 소독 및 분진제거,"3,000,000",https://www.iksan.go.kr/budget/index.iksan?menuCd=DOM_000000901001065000&myear=2025&&cpath=%2Fbudget
전북, 익산시청 ,행정지원과,308 자치단체등이전,13 공기관등에대한경상적위탁사업비,표준기록관리시스템 유지보수,"45,577,000",https://www.iksan.go.kr/budget/index.iksan?menuCd=DOM_000000901001065000&myear=2025&&cpath=%2Fbudget
전북, 임실군청 ,행정지원과,201 일반운영비,01 사무관리비,표준기록관리시스템 유지보수,"46,000,000",https://www.imsil.go.kr/index.imsil?menuCd=DOM_000000104004001000
전북, 장수군청 ,행정지원과,308 자치단체등이전,13 공기관등에대한경상적위탁사업비,기록관리시스템 유지보수,"47,768,000",https://www.jangsu.go.kr/index.jangsu?menuCd=DOM_000000105001001000
전북, 장수군청 ,행정지원과,403 자치단체등자본이전,02 공기관등에대한자본적위탁사업비,기록관리시스템 하드웨어 구축분담금,"85,000,000",https://www.jangsu.go.kr/index.jangsu?menuCd=DOM_000000105001001000
전북, 전주시청 ,총무과,201 일반운영비,01 사무관리비,"기록관소독및분진제거,청소등(본청,구청문서고)","6,000,000",https://www.jeonju.go.kr/index.9is?contentUid=9be517a7914528ce01943f76e4f071dd&subPath=
전북, 전주시청 ,총무과,201 일반운영비,02 공공운영비,표준기록관리시스템 HW 유지관리비,"21,596,000",https://www.jeonju.go.kr/index.9is?contentUid=9be517a7914528ce01943f76e4f071dd&subPath=
전북, 전주시청 ,총무과,207 연구개발비,02 전산개발비,중요 기록물 DB구축,"180,000,000",https://www.jeonju.go.kr/index.9is?contentUid=9be517a7914528ce01943f76e4f071dd&subPath=
전북, 전주시청 ,총무과,308 자치단체등이전,13 공기관등에대한경상적위탁사업비,표준기록관리시스템 SW 통합유지 관리비,"31,980,000",https://www.jeonju.go.kr/index.9is?contentUid=9be517a7914528ce01943f76e4f071dd&subPath=
전북, 정읍시청 ,총무과,201 일반운영비,01 사무관리비,기록관 소독 및 분진제거,"3,000,000",https://www.jeongeup.go.kr/index.jeongeup?menuCd=DOM_000000105005001090&cpath=
전북, 정읍시청 ,총무과,201 일반운영비,01 사무관리비,"읍면동서고소독및분진제거지원1(1,000,000원*3개)","3,000,000",https://www.jeongeup.go.kr/index.jeongeup?menuCd=DOM_000000105005001090&cpath=
전북, 정읍시청 ,총무과,201 일반운영비,01 사무관리비,지형·지물기록보존사업,"6,000,000",https://www.jeongeup.go.kr/index.jeongeup?menuCd=DOM_000000105005001090&cpath=
전북, 정읍시청 ,총무과,308 자치단체등이전,13 공기관등에대한경상적위탁사업비,표준기록관리시스템 유지보수,"49,321,000",https://www.jeongeup.go.kr/index.jeongeup?menuCd=DOM_000000105005001090&cpath=
전북, 진안군청 ,행정지원과,201 일반운영비,01 사무관리비,기록관 소독,"2,200,000",https://www.jinan.go.kr/index.jinan?menuCd=DOM_000000106005034001&cpath=
전북, 진안군청 ,행정지원과,201 일반운영비,02 공공운영비,기록관 모빌렉 체인 교체,"3,000,000",https://www.jinan.go.kr/index.jinan?menuCd=DOM_000000106005034001&cpath=
전북, 진안군청 ,행정지원과,207 연구개발비,02 전산개발비,중요기록물 목록작성 및 디지털화 용역,"70,000,000",https://www.jinan.go.kr/index.jinan?menuCd=DOM_000000106005034001&cpath=
전북, 진안군청 ,행정지원과,308 자치단체등이전,13 공기관등에대한경상적위탁사업비,표준기록관리시스템 통합 유지관리,"6,885,300",https://www.jinan.go.kr/index.jinan?menuCd=DOM_000000106005034001&cpath=
전북,전북특별자치도교육청,행정국 행정과,210 운영비,null,소독비,"3,500,000",https://www.jbe.go.kr/finance/board/list.jbe?boardId=BBS_0000344&menuCd=DOM_000002301002000000&contentsSid=1210&cpath=%2Ffinance
전북,전북특별자치도 전주교육지원청,null,null,null,사업없음,null,https://www.jbe.go.kr/finance/board/list.jbe?boardId=BBS_0000344&menuCd=DOM_000002301002000000&contentsSid=1210&cpath=%2Ffinance
전북,전북특별자치도 군산교육지원청,null,null,null,사업없음,null,https://www.jbe.go.kr/finance/board/list.jbe?boardId=BBS_0000344&menuCd=DOM_000002301002000000&contentsSid=1210&cpath=%2Ffinance
전북,전북특별자치도 익산교육지원청,null,null,null,사업없음,null,https://www.jbe.go.kr/finance/board/list.jbe?boardId=BBS_0000344&menuCd=DOM_000002301002000000&contentsSid=1210&cpath=%2Ffinance
전북,전북특별자치도 정읍교육지원청,null,null,null,사업없음,null,https://www.jbe.go.kr/finance/board/list.jbe?boardId=BBS_0000344&menuCd=DOM_000002301002000000&contentsSid=1210&cpath=%2Ffinance
전북,전북특별자치도 남원교육지원청,null,null,null,사업없음,null,https://www.jbe.go.kr/finance/board/list.jbe?boardId=BBS_0000344&menuCd=DOM_000002301002000000&contentsSid=1210&cpath=%2Ffinance
전북,전북특별자치도 완주교육지원청,null,null,null,사업없음,null,https://www.jbe.go.kr/finance/board/list.jbe?boardId=BBS_0000344&menuCd=DOM_000002301002000000&contentsSid=1210&cpath=%2Ffinance
전북,전북특별자치도 진안교육지원청,null,null,null,사업없음,null,https://www.jbe.go.kr/finance/board/list.jbe?boardId=BBS_0000344&menuCd=DOM_000002301002000000&contentsSid=1210&cpath=%2Ffinance
전북,전북특별자치도 무주교육지원청,null,null,null,사업없음,null,https://www.jbe.go.kr/finance/board/list.jbe?boardId=BBS_0000344&menuCd=DOM_000002301002000000&contentsSid=1210&cpath=%2Ffinance
